customer_id,name,gender,age,nationality,emirate,signup_date
449,Customer_449,Male,45,Other,Dubai,2024-01-06
450,Customer_450,Female,59,India,Abu Dhabi,2023-05-12
451,Customer_451,Female,39,Philippines,Ajman,2022-10-18
452,Customer_452,Female,38,UK,Ras Al Khaimah,2024-07-28
453,Customer_453,Female,23,India,Umm Al Quwain,2022-04-12
454,Customer_454,Female,18,Other,Abu Dhabi,2024-09-12
455,Customer_455,Male,22,UK,Fujairah,2022-09-24
456,Customer_456,Male,58,Pakistan,Sharjah,2024-05-16
457,Customer_457,Female,29,UAE,Dubai,2024-08-25
458,Customer_458,Female,43,Other,Dubai,2023-09-14
459,Customer_459,Male,51,Pakistan,Ajman,2024-08-31
460,Customer_460,Male,31,India,Abu Dhabi,2024-04-21
461,Customer_461,Female,43,Philippines,Umm Al Quwain,2024-08-19
462,Customer_462,Male,44,UK,Ajman,2024-07-30
463,Customer_463,Female,26,UAE,Sharjah,2024-02-16
464,Customer_464,Male,43,UK,Ajman,2022-01-03
465,Customer_465,Female,39,India,Ras Al Khaimah,2022-03-26
466,Customer_466,Male,47,UK,Dubai,2024-03-04
467,Customer_467,Female,34,UAE,Dubai,2022-11-24
468,Customer_468,Male,43,India,Fujairah,2024-03-26
469,Customer_469,Male,53,UK,Fujairah,2023-03-26
470,Customer_470,Female,18,Philippines,Umm Al Quwain,2023-03-30
471,Customer_471,Male,25,Other,Sharjah,2024-07-12
472,Customer_472,Female,52,India,Ras Al Khaimah,2023-09-21
473,Customer_473,Male,32,Other,Abu Dhabi,2022-08-09
474,Customer_474,Female,39,India,Ajman,2022-06-03
475,Customer_475,Male,31,Philippines,Umm Al Quwain,2023-10-27
476,Customer_476,Female,43,Other,Sharjah,2022-01-12
477,Customer_477,Male,45,Pakistan,Fujairah,2022-05-13
478,Customer_478,Female,40,UAE,Ajman,2024-09-20
479,Customer_479,Male,31,Pakistan,Fujairah,2022-10-31
480,Customer_480,Female,41,UK,Ajman,2022-10-20
481,Customer_481,Female,19,Philippines,Abu Dhabi,2024-09-01
482,Customer_482,Female,43,Pakistan,Sharjah,2022-10-27
483,Customer_483,Male,31,India,Ajman,2024-01-10
484,Customer_484,Female,24,UK,Ras Al Khaimah,2024-02-22
485,Customer_485,Male,20,UK,Umm Al Quwain,2022-02-12
486,Customer_486,Female,40,Pakistan,Dubai,2024-08-01
487,Customer_487,Male,35,Pakistan,Ras Al Khaimah,2022-12-09
488,Customer_488,Female,55,Philippines,Ras Al Khaimah,2022-11-22
489,Customer_489,Male,52,UAE,Umm Al Quwain,2024-03-24
490,Customer_490,Male,32,Pakistan,Dubai,2023-05-13
491,Customer_491,Female,42,Pakistan,Ras Al Khaimah,2022-12-30
492,Customer_492,Male,54,Other,Ajman,2024-06-09
493,Customer_493,Male,45,India,Ajman,2023-03-03
494,Customer_494,Female,27,Other,Ajman,2022-01-21
495,Customer_495,Male,56,Other,Dubai,2023-02-11
496,Customer_496,Male,34,UK,Ras Al Khaimah,2023-09-11
497,Customer_497,Male,56,UAE,Dubai,2022-12-02
498,Customer_498,Female,39,India,Ajman,2024-03-25
499,Customer_499,Male,43,Philippines,Umm Al Quwain,2022-04-27
500,Customer_500,Female,42,Philippines,Ras Al Khaimah,2022-05-04
